player_id,avg_points,avg_rebounds,avg_assists,first_name,last_name
2621,11.880952380952381,3.9166666666666665,1.7976190476190477,Jaden,McDaniels
18,9.0875,5.2125,4.825,Kyle,Anderson
2584,24.175824175824175,5.747252747252747,4.428571428571429,Anthony,Edwards
2146,11.602739726027398,5.123287671232877,1.1232876712328768,Naz,Reid
1882,10.355263157894736,2.513157894736842,1.8421052631578947,Jaylen,Nowell
437,9.03076923076923,2.4153846153846152,1.5384615384615385,Taurean,Prince
1886,1.0,1.0,1.0,Eric,Paschall
2607,3.911111111111111,1.5777777777777777,0.37777777777777777,Nathan,Knight
3474,1.6857142857142857,0.6857142857142857,0.6285714285714286,Wendell,Moore Jr.
3470,2.5714285714285716,1.4761904761904763,0.3333333333333333,Josh,Minott
2807,6.5625,2.25,0.59375,Luka,Garza
997,3.48,1.34,3.34,Jordan,McLaughlin
448,4.564516129032258,1.5161290322580645,1.3548387096774193,Austin,Rivers
176,4.566666666666666,0.7666666666666667,0.6,Bryn,Forbes
2890,2.5,0.75,1.5,A.J.,Lawson
192,13.538461538461538,11.602564102564102,1.3333333333333333,Rudy,Gobert
462,17.603448275862068,3.0344827586206895,6.155172413793103,D'Angelo,Russell
2585,1.0,2.5,0.5,CJ,Elleby
519,20.5,8.526315789473685,4.421052631578948,Karl-Anthony,Towns
3195,3.409090909090909,0.5454545454545454,0.5454545454545454,Matt,Ryan
114,14.0,3.064516129032258,5.129032258064516,Mike,Conley
1845,6.666666666666667,2.0,1.5666666666666667,Nickeil,Alexander-Walker
